Release	Date	%+-YD	%+-LW	Days	google trends	Avg TD	Avg YD	Weekly	Weekly %+-YD	Weekly %+-LW	Avg Theatre	Avg per Theatre Avg	Avg To Date	Y	Week + 1
Save Yourselves!	2020-10-05	-53.10000000000001	-193.8	49.0	0.0	10.571428571428571	10.0	113701.0	-53.10000000000001	-193.8	370.0	43.57142857142857	207291.7142857143	2020-10-12	39664.0
Yellow Rose	2020-10-05	1.2000000000000028	0.0	6.0	2.32	3.2857142857142856	2.2857142857142856	150330.0	1.2000000000000028	0.0	385.71428571428567	23.714285714285715	52251.285714285725	2020-10-12	140059.0
She Dies Tomorrow	2020-10-05	213.8	95.9	490.0	0.23212800000000003	21.142857142857142	20.714285714285715	18968.0	213.8	95.9	1.4285714285714286	1692.142857142857	349295.85714285716	2020-10-12	15482.0
Star Wars: Episode V - The Empire Strikes Back2020 Re-release	2020-10-05	3.799999999999997	-169.10000000000005	279.0	0.0	3.7142857142857135	2.571428571428572	145000.0	3.799999999999997	-169.10000000000005	353.57142857142856	25.0	1009857.1428571428	2020-10-12	79000.0
Words on Bathroom Walls	2020-10-05	-42.5	-242.40000000000003	343.0	0.6799999999999999	16.142857142857142	15.285714285714285	60919.0	-42.5	-242.40000000000003	253.57142857142856	36.857142857142854	2478409.285714286	2020-10-12	22995.0
Possessor	2020-10-05	16.900000000000006	-119.8	49.0	2.2	6.142857142857142	5.857142857142858	264534.0	16.900000000000006	-119.8	312.7142857142857	121.42857142857143	387074.7142857143	2020-10-12	143954.0
Shortcut	2020-10-05	12.499999999999993	-502.30000000000007	98.0	62.92517006802725	11.428571428571427	10.571428571428571	103773.0	12.499999999999993	-502.30000000000007	254.0	58.714285714285715	709150.2857142857	2020-10-12	28879.0
Kajillionaire	2020-10-05	-43.3	-390.8	98.0	2.128571428571429	13.142857142857142	12.428571428571427	82645.0	-43.3	-390.8	427.0	31.57142857142857	455403.5714285714	2020-10-12	31940.0
Pray: The Story of Patrick Peyton	2020-10-05	-18.6	0.0	6.0	0.016598400000000003	9.0	6.142857142857142	24397.0	-18.6	0.0	18.714285714285715	79.42857142857143	7364.857142857143	2020-10-12	20385.0
No Escape	2020-10-05	90.9	-272.49999999999994	147.0	3.3777777777777787	22.857142857142854	22.0	10594.0	90.9	-272.49999999999994	45.714285714285715	35.0	150666.57142857142	2020-10-12	5910.0
A Call to Spy	2020-10-05	145.8	-48.3	49.0	0.91	17.428571428571427	16.857142857142858	44250.0	145.8	-48.3	76.71428571428571	81.14285714285714	55793.142857142855	2020-10-12	23932.0
The Broken Hearts Gallery	2020-10-05	-52.60000000000001	-341.7	196.0	1.7555555555555555	7.142857142857142	6.428571428571429	214015.0	-52.60000000000001	-341.7	913.5714285714287	541.0	3858101.4285714286	2020-10-12	60054.0
